gen,ind,env_steps_ind,env_steps,train_success_rate,train_avg_min_goal_dist,train_avg_ep_return,eval_success_rate,eval_avg_min_goal_dist,eval_avg_ep_return,is_elite
0,0,20480,20480,0.024390243902439025,0.09810063020303482,-44.369510869420196,0.0,0.08045530002564191,-36.47442154717086,1
0,1,20480,40960,0.11627906976744186,0.08604061352305634,-38.44514611134339,0.0,0.10721183903515338,-40.7195878691557,0
0,2,20480,61440,0.09302325581395349,0.09492533768765456,-40.89047073388308,0.0,0.10267367344349623,-37.07874206089433,0
0,3,20480,81920,0.07142857142857142,0.10218482460117057,-43.366227663730896,0.0,0.09492808803915978,-37.068264011817504,0
0,4,20480,102400,0.06976744186046512,0.09896313362256733,-42.11298219593948,0.0,0.07619120217859746,-35.594982029826014,1
0,5,20480,122880,0.047619047619047616,0.0929525442909272,-41.12361847421038,0.1,0.08183845710009337,-33.160306335111635,1
0,6,20480,143360,0.06818181818181818,0.09904915710318495,-42.06985466372082,0.0,0.12061062604188919,-39.348171996938326,0
0,7,20480,163840,0.09090909090909091,0.10934549802914262,-41.76512172980787,0.1,0.09041249863803387,-34.71409290483853,1
1,0,20480,184320,0.15555555555555556,0.05514764469116926,-32.11318942802419,0.3,0.03477467270568013,-21.19760900745364,1
1,1,20480,204800,0.2127659574468085,0.03922958553154418,-26.91150501167016,0.1,0.03128091003745794,-20.633222908727042,1
1,2,20480,225280,0.2127659574468085,0.06014931039448748,-31.21726680690646,0.0,0.08306888975203038,-32.87468552319091,0
1,3,20480,245760,0.09302325581395349,0.08587632219978543,-37.54514375178748,0.0,0.09792434833943844,-34.7967056340541,0
1,4,20480,266240,0.11363636363636363,0.06114946246485819,-33.66024076618638,0.2,0.049148216098546985,-26.98556993294053,1
1,5,20480,286720,0.046511627906976744,0.06808340763889772,-35.29224764084592,0.0,0.09235185571014881,-38.243416567145836,0
1,6,20480,307200,0.06976744186046512,0.08211718748735133,-37.226696607370364,0.1,0.10050333756953478,-35.7542162166835,1
1,7,20480,327680,0.09302325581395349,0.07522403431493183,-35.97133911281017,0.0,0.0991528645157814,-34.703084581231266,0
2,0,20480,348160,0.30612244897959184,0.03775080449270959,-25.116983286530655,0.2,0.042669798620045184,-22.15037600139211,1
2,1,20480,368640,0.36,0.03244411684572697,-23.925782820747308,0.1,0.03394488226622343,-21.29288425244338,0
2,2,20480,389120,0.44642857142857145,0.025097978218192502,-19.501818219387758,0.5,0.027261175215244293,-14.361368753671348,1
2,3,20480,409600,0.13636363636363635,0.06713708174753595,-32.677114234554885,0.0,0.055812750943005085,-29.104531290214016,0
2,4,20480,430080,0.6666666666666666,0.020820580625339695,-15.005658895805112,0.9,0.020642724074423312,-8.036974252625178,1
2,5,20480,450560,0.3269230769230769,0.048412207496137574,-25.808073599619828,0.1,0.04700296614319086,-27.228863338809457,0
2,6,20480,471040,0.1956521739130435,0.04238120006883274,-28.148210376289448,0.3,0.03559519574046135,-21.50761475113513,1
2,7,20480,491520,0.2,0.042703490228288704,-28.67041161485968,0.1,0.0324459845200181,-22.93945260054113,0
3,0,20480,512000,0.8695652173913043,0.01719193468781431,-10.102302548162902,0.8,0.020410845428705214,-6.485762094288776,1
3,1,20480,532480,0.8387096774193549,0.016651780392113392,-10.109884583002893,1.0,0.019067921303212644,-3.7502855502722015,1
3,2,20480,552960,0.603448275862069,0.024249213651336473,-19.082720185882838,0.6,0.022369452565908433,-11.911695940919374,0
3,3,20480,573440,0.640625,0.020845192077104002,-16.41119792964831,0.4,0.030066885240375995,-16.328265332634807,0
3,4,20480,593920,0.7571428571428571,0.019965883337759546,-14.463829760225826,0.7,0.022746655531227587,-9.740109573277348,1
3,5,20480,614400,0.5,0.02474174601957202,-19.72835210737853,0.3,0.02872672714293003,-16.631141386395306,0
3,6,20480,634880,0.872093023255814,0.017173619296531693,-10.997828283956702,0.9,0.019409731030464172,-5.496886216648158,1
3,7,20480,655360,0.8048780487804879,0.018696388871431713,-11.978931888554916,0.6,0.022242744266986848,-10.334295976925564,0
4,0,20480,675840,0.9512195121951219,0.016149569556450215,-6.814408692966771,0.9,0.019103982392698525,-3.8113239935543484,0
4,1,20480,696320,0.9312977099236641,0.015822389148858213,-6.495776107023443,1.0,0.018296118639409543,-2.0245685246918104,1
4,2,20480,716800,0.9098360655737705,0.01637440964915469,-6.918675711457533,1.0,0.018085936456918715,-1.8010442700157128,1
4,3,20480,737280,0.9042553191489362,0.016451127034552555,-9.769935573723188,0.6,0.025350972451269625,-9.778798915028208,0
4,4,20480,757760,0.9857142857142858,0.015316391540026026,-5.967458269935015,1.0,0.018675428256392478,-2.6149645176059435,1
4,5,20480,778240,0.46551724137931033,0.026796545496146226,-19.26293159500485,0.2,0.03628387711942196,-19.48430659669601,0
4,6,20480,798720,0.8315789473684211,0.016907936128738678,-9.480102879958807,0.9,0.018979421257972716,-4.576872189637972,1
4,7,20480,819200,0.8674698795180723,0.016853959832609778,-11.24835214241909,0.6,0.02126477602869272,-9.419309274312381,0
5,0,20480,839680,0.9746192893401016,0.01567671981493607,-3.7923373305384187,1.0,0.017112001311033964,-2.25973725772485,1
5,1,20480,860160,0.961038961038961,0.015837423222187858,-5.144307069994094,1.0,0.018578619696199894,-1.527295962510758,0
5,2,20480,880640,0.9281045751633987,0.01627897122704418,-5.192794675704478,1.0,0.018027008324861527,-1.4470835285257468,1
5,3,20480,901120,0.9197080291970803,0.016410017236523383,-5.965304869833102,1.0,0.016747446544468404,-1.209348565383521,1
5,4,20480,921600,0.9790575916230366,0.01583483028932626,-3.9141509265123204,1.0,0.017394220270216466,-0.9430285577932507,1
5,5,20480,942080,0.9322033898305084,0.016213802902927718,-7.375196486451292,0.6,0.020658810250461103,-8.386612309540116,0
5,6,20480,962560,0.9069767441860465,0.01573925932811559,-6.477877604734077,1.0,0.018903637304902077,-1.375318579975455,0
5,7,20480,983040,0.9424460431654677,0.016493151339588407,-5.933921677989704,0.9,0.01845758277922869,-3.1068471076194593,0
6,0,20480,1003520,0.9698492462311558,0.015935981045968495,-3.731306657756965,0.9,0.018113547749817372,-2.626322868634406,1
6,1,20480,1024000,0.9427083333333334,0.015929916571622016,-3.879389651885562,0.8,0.01936891730874777,-4.372813974956882,0
6,2,20480,1044480,0.9521276595744681,0.016150658463494495,-3.869944444113743,1.0,0.017220441345125438,-1.019304848182082,1
6,3,20480,1064960,0.9444444444444444,0.016313218329374612,-3.7192941292626562,0.8,0.018153368681669235,-4.350281920222381,0
6,4,20480,1085440,0.822429906542056,0.017605615466415325,-8.60857464599193,0.8,0.020135430339723825,-5.248801468240934,0
6,5,20480,1105920,0.9560975609756097,0.01579617553322417,-3.6366346042229276,0.9,0.018426412250846624,-2.992082684278415,0
6,6,20480,1126400,0.9595959595959596,0.01607220488920281,-3.722375848805937,1.0,0.018084895983338355,-1.4179194774846997,1
6,7,20480,1146880,0.9371428571428572,0.01566253592393228,-4.4018772306083935,1.0,0.01748662758618593,-1.214559545586362,1
7,0,20480,1167360,0.9628099173553719,0.015794514689963957,-2.7510467373703125,0.9,0.017475180979818105,-2.7431541024801214,0
7,1,20480,1187840,0.9438775510204082,0.01589732208023114,-3.7762300188549696,1.0,0.017948504723608493,-0.926243073808493,1
7,2,20480,1208320,0.9631336405529954,0.015748214760413264,-3.3037983077759168,0.8,0.01743610855191946,-4.185891864051165,0
7,3,20480,1228800,0.968609865470852,0.0156792938634085,-3.1498268327466508,0.8,0.018914646934717894,-4.212885150669839,0
7,4,20480,1249280,0.9303482587064676,0.016122063119149772,-3.592888429239415,1.0,0.01726444885134697,-1.0106427619403648,1
7,5,20480,1269760,0.9510869565217391,0.01607675558593853,-3.9374847936543613,1.0,0.018598471768200397,-1.1669805115241654,0
7,6,20480,1290240,0.9333333333333333,0.016060312858058347,-4.169443060747584,1.0,0.017616522684693336,-0.893537264451376,1
7,7,20480,1310720,0.9315789473684211,0.016306160683253485,-3.900324158819959,1.0,0.01683338526636362,-0.9352894960751993,1
8,0,20480,1331200,0.9549180327868853,0.015622871122551991,-2.766398994624947,1.0,0.01642845757305622,-0.4955085580388706,1
8,1,20480,1351680,0.9439655172413793,0.01570701980682347,-2.8900029391860453,0.9,0.018393802177160978,-2.091822497355161,0
8,2,20480,1372160,0.9433962264150944,0.015659944322355585,-3.2509749357050373,1.0,0.01715255035087466,-1.0367093034260642,0
8,3,20480,1392640,0.9419642857142857,0.016196465308894403,-3.07702969290034,1.0,0.01628676876425743,-0.9015892564508716,1
8,4,20480,1413120,0.9574468085106383,0.015947808304484536,-2.9040635719454384,1.0,0.017135287635028362,-0.6341968529433647,1
8,5,20480,1433600,0.9383886255924171,0.016080329812604103,-3.3565753649111176,0.8,0.018677128292620183,-4.00753422964179,0
8,6,20480,1454080,0.9683257918552036,0.015639303162550695,-3.1195419240021898,1.0,0.017064711917191742,-0.942703925292934,1
8,7,20480,1474560,0.935,0.016140114080626516,-3.8168386814447914,0.9,0.018789247423410416,-2.724298639017933,0
9,0,20480,1495040,0.9471544715447154,0.015568608430411092,-2.6594025871912255,1.0,0.015910470392555,-0.4730207197455901,1
9,1,20480,1515520,0.9446808510638298,0.015987226335292166,-2.8261291351243774,1.0,0.016487974021583796,-0.5532636934834421,1
9,2,20480,1536000,0.9744525547445255,0.015567869049952414,-2.328978236863143,0.8,0.019142958242446183,-3.964788094411061,0
9,3,20480,1556480,0.952191235059761,0.015902615252481513,-2.6520724183258606,1.0,0.017307642754167317,-0.7385885767877385,1
9,4,20480,1576960,0.9127906976744186,0.0168132591812579,-4.66063071574182,0.8,0.01964571885764599,-4.656550698171435,0
9,5,20480,1597440,0.9644444444444444,0.015726155547632112,-3.080738100215653,0.7,0.020406371261924506,-6.535337809787324,0
9,6,20480,1617920,0.9348837209302325,0.015979636250453632,-3.2507279631241572,0.9,0.01865547364577651,-2.3142435270415516,0
9,7,20480,1638400,0.9342723004694836,0.016069568870720308,-3.195135715005851,1.0,0.01639410834759474,-0.5860936608418817,1
